STOCKID,STOCKNAME,STOCKSYMBOL,STOCKEXCHANGE,PURCHASEPRICE,PURCHASEDATE,QUANTITY,INVESTMENTACCOUNTID
3314,Tech Mahindra Limited, TECHM,BSE,153,YYYY-34-DD 08:34:SS,78,YYGT63517258925993
3315,Aditya Birla Capital Limited, ABCAPITAL,NSE,177,YYYY-20-DD 23:20:SS,22,XSHW97441044258017
3316,Nestle India Limited, NESTLEIND,NSE,950,YYYY-15-DD 18:15:SS,54,IFQP27393512267856
3317,Kotak Mahindra Bank Limited, KOTAKBANK,BSE,404,YYYY-47-DD 10:47:SS,34,FJUP75222829506962
3318,Asian Paints Limited, ASIANPAINT,BSE,814,YYYY-40-DD 16:40:SS,40,SSXJ02949586357621
3319,Tata Consultancy Services Limited, TCS,BSE,338,YYYY-56-DD 20:56:SS,31,VSPH64784351198154
3320,Infosys Limited, INFY,NSE,960,YYYY-15-DD 01:15:SS,40,WWVU56471333087020
3321,State Bank of India, SBIN,BSE,975,YYYY-30-DD 12:30:SS,12,QBNA53414616087368
3322,SBI Life Insurance Company Limited, SBILIFE,NSE,959,YYYY-20-DD 22:20:SS,46,GDTX98624146262957
3323,Hindustan Unilever Limited, HINDUNILVR,BSE,264,YYYY-32-DD 06:32:SS,24,PHDF32807839409340
3324,Britannia Industries Limited, BRITANNIA,NSE,910,YYYY-20-DD 20:20:SS,80,AIRP34465980297997
3325,Adani Ports and Special Economic Zone Limited, ADANIPORTS,NSE,537,YYYY-41-DD 04:41:SS,46,HWOQ75115312664283
3326,Larsen & Toubro Infotech Limited, LTI,NSE,385,YYYY-15-DD 17:15:SS,89,VDCC00976667956349
3327,UltraTech Cement Limited, ULTRACEMCO,NSE,717,YYYY-44-DD 21:44:SS,95,RUGI82423352473082
3328,Tata Consultancy Services Limited, TCS,BSE,220,YYYY-58-DD 05:58:SS,12,IUPQ04312511976719
3329,Infosys Limited, INFY,BSE,951,YYYY-32-DD 21:32:SS,88,GBFW45172047821760
3330,SBI Life Insurance Company Limited, SBILIFE,NSE,748,YYYY-07-DD 12:07:SS,94,DBLU61930682521027
3331,Bajaj Finance Limited, BAJFINANCE,NSE,767,YYYY-42-DD 08:42:SS,81,XGXW06567792221097
3332,Hindustan Unilever Limited, HINDUNILVR,NSE,407,YYYY-58-DD 01:58:SS,50,WSGD07066444158374
3333,Coal India Limited, COALINDIA,BSE,239,YYYY-01-DD 15:01:SS,1,ZQCU27108759779095
3334,IndusInd Bank Limited, INDUSINDBK,NSE,180,YYYY-55-DD 20:55:SS,90,XJCR14230261045697
3335,Larsen & Toubro Limited, LT,NSE,586,YYYY-25-DD 12:25:SS,93,DSDO78044603224275
3336,Hindustan Zinc Limited, HINDZINC,BSE,625,YYYY-11-DD 09:11:SS,94,FOZD33911249368505
3337,Grasim Industries Limited, GRASIM,NSE,544,YYYY-28-DD 07:28:SS,28,POLZ68787341032522
3338,Bajaj Auto Limited, BAJAJ-AUTO,BSE,431,YYYY-23-DD 15:23:SS,37,QYZE03561565961844
3339,Bajaj Auto Limited, BAJAJ-AUTO,NSE,185,YYYY-38-DD 07:38:SS,59,VTDO85568327002958
3340,State Bank of India, SBIN,NSE,492,YYYY-27-DD 20:27:SS,14,JEOT90821851896276
3341,Larsen & Toubro Infotech Limited, LTI,NSE,234,YYYY-53-DD 23:53:SS,40,KLQX87693438020777
3342,Hindustan Zinc Limited, HINDZINC,NSE,240,YYYY-59-DD 11:59:SS,33,ROLG68810352018385
3343,Hero MotoCorp Limited, HEROMOTOCO,NSE,519,YYYY-48-DD 07:48:SS,4,BLWE48375404351568
3344,Wipro Limited, WIPRO,NSE,593,YYYY-18-DD 02:18:SS,35,JGYP50789441821748
3345,Wipro Limited, WIPRO,NSE,493,YYYY-58-DD 18:58:SS,80,FIMI63735399556838
3346,Tata Motors Limited, TATAMOTORS,BSE,682,YYYY-17-DD 10:17:SS,10,LXLP47840694431921
3347,Adani Ports and Special Economic Zone Limited, ADANIPORTS,NSE,572,YYYY-27-DD 14:27:SS,79,JIQB97290080129130
3348,Bajaj Finance Limited, BAJFINANCE,NSE,341,YYYY-14-DD 01:14:SS,92,CWZQ42224906264869
3349,Housing Development Finance Corporation Limited, HDFC,BSE,977,YYYY-33-DD 18:33:SS,59,OSIM43183454334239
3350,Hindustan Unilever Limited, HINDUNILVR,BSE,635,YYYY-57-DD 06:57:SS,61,QXZJ34200264597812
3351,Adani Enterprises Limited, ADANIENT,BSE,928,YYYY-09-DD 04:09:SS,39,BWJO78556403779870
3352,Tata Motors Limited, TATAMOTORS,NSE,964,YYYY-00-DD 05:00:SS,16,BCTJ70098846823392
3353,Cipla Limited, CIPLA,NSE,797,YYYY-10-DD 14:10:SS,52,RWSI00023304687182
3354,Tata Consumer Products Limited, TATACONSUM,NSE,445,YYYY-18-DD 01:18:SS,46,VFIP74840496301006
3355,Axis Bank Limited, AXISBANK,BSE,888,YYYY-26-DD 14:26:SS,24,EDPB64900905310717
3356,Asian Paints Limited, ASIANPAINT,BSE,537,YYYY-37-DD 23:37:SS,71,EFLM13697090715522
3357,Adani Green Energy Limited, ADANIGREEN,BSE,504,YYYY-32-DD 04:32:SS,71,QJZJ66388590979483
3358,Reliance Industries Limited, RELIANCE,NSE,835,YYYY-56-DD 16:56:SS,59,SNUI22772063416379
3359,Mahindra & Mahindra Limited, M&M,NSE,745,YYYY-03-DD 01:03:SS,20,YKRY30152108896460
3360,HDFC Bank Limited, HDFCBANK,BSE,222,YYYY-01-DD 14:01:SS,41,XFKE62682093818789
3361,Adani Enterprises Limited, ADANIENT,BSE,265,YYYY-12-DD 00:12:SS,8,ZCIE48841000934777
3362,Power Grid Corporation of India Limited, POWERGRID,BSE,481,YYYY-38-DD 11:38:SS,45,DMIK21753740478462
3363,Reliance Industries Limited, RELIANCE,NSE,598,YYYY-40-DD 22:40:SS,3,SETK44801706751703
3364,Hindustan Unilever Limited, HINDUNILVR,NSE,152,YYYY-31-DD 19:31:SS,16,UGTR09702990196448
3365,State Bank of India, SBIN,NSE,815,YYYY-44-DD 16:44:SS,20,QREZ54203489954561
3366,Mahindra & Mahindra Limited, M&M,BSE,208,YYYY-59-DD 03:59:SS,57,LCFF32023531674447
3367,Mahindra & Mahindra Limited, M&M,NSE,739,YYYY-44-DD 20:44:SS,31,RWTY52231645047557
3368,ITC Limited, ITC,NSE,576,YYYY-59-DD 06:59:SS,48,NAIR17017909786045
3369,Aditya Birla Capital Limited, ABCAPITAL,BSE,925,YYYY-54-DD 22:54:SS,14,MGJB67510190876115
3370,HCL Technologies Limited, HCLTECH,NSE,310,YYYY-52-DD 04:52:SS,82,YRRS97296184743358
3371,Larsen & Toubro Limited, LT,NSE,947,YYYY-50-DD 19:50:SS,45,RNYN39284137558066
3372,Bajaj Auto Limited, BAJAJ-AUTO,NSE,397,YYYY-55-DD 01:55:SS,78,CLRR47030534444458
3373,Britannia Industries Limited, BRITANNIA,NSE,848,YYYY-09-DD 17:09:SS,97,BPAZ87283332837605
3374,Bajaj Auto Limited, BAJAJ-AUTO,NSE,134,YYYY-15-DD 05:15:SS,81,GVHO66673138955969
3375,Mahindra & Mahindra Limited, M&M,NSE,491,YYYY-54-DD 11:54:SS,89,EOBQ12591845300285
3376,Dr. Reddy's Laboratories Limited, DRREDDY,BSE,942,YYYY-26-DD 16:26:SS,1,CBBO34852127547768
3377,Maruti Suzuki India Limited, MARUTI,NSE,863,YYYY-10-DD 20:10:SS,97,ALZN76653468707984
3378,Hindustan Zinc Limited, HINDZINC,NSE,254,YYYY-01-DD 04:01:SS,98,ZGYC64117594920108
3379,Adani Green Energy Limited, ADANIGREEN,BSE,723,YYYY-15-DD 19:15:SS,76,AUQB28389971953094
3380,Tata Consumer Products Limited, TATACONSUM,BSE,221,YYYY-49-DD 00:49:SS,35,BMSB33029535076929
3381,Bharti Airtel Limited, BHARTIARTL,NSE,943,YYYY-59-DD 20:59:SS,77,DLXC07041078157389
3382,Tata Consultancy Services Limited, TCS,NSE,790,YYYY-07-DD 16:07:SS,38,QNDH92107478432837
3383,Infosys Limited, INFY,NSE,707,YYYY-59-DD 16:59:SS,25,EIMJ64393473829033
3384,Eicher Motors Limited, EICHERMOT,NSE,923,YYYY-35-DD 04:35:SS,10,RGLE64952032470988
3385,Hindustan Petroleum Corporation Limited, HINDPETRO,NSE,336,YYYY-25-DD 15:25:SS,84,CGTH86872332786541
3386,Tech Mahindra Limited, TECHM,NSE,644,YYYY-05-DD 19:05:SS,66,KPDS99190150764323
3387,Adani Green Energy Limited, ADANIGREEN,NSE,692,YYYY-55-DD 07:55:SS,76,GZWH15389842581562
3388,Maruti Suzuki India Limited, MARUTI,NSE,483,YYYY-14-DD 17:14:SS,86,GZDW25661491146156
3389,Grasim Industries Limited, GRASIM,BSE,911,YYYY-23-DD 18:23:SS,83,AHRI23306755870342
3390,Hindustan Petroleum Corporation Limited, HINDPETRO,NSE,309,YYYY-01-DD 21:01:SS,67,RKXT45861188314452
3391,Tata Motors Limited, TATAMOTORS,BSE,718,YYYY-50-DD 03:50:SS,14,UGIW80401070292305
3392,Housing Development Finance Corporation Limited, HDFC,BSE,762,YYYY-26-DD 19:26:SS,88,CWZQ42224906264869
3393,Tata Steel Limited, TATASTEEL,NSE,793,YYYY-44-DD 05:44:SS,69,OMGG39667999574646
3394,Dr. Reddy's Laboratories Limited, DRREDDY,BSE,618,YYYY-38-DD 12:38:SS,54,QYZE03561565961844
3395,Axis Bank Limited, AXISBANK,BSE,226,YYYY-21-DD 18:21:SS,22,GXST16337041928671
3396,Hero MotoCorp Limited, HEROMOTOCO,NSE,888,YYYY-01-DD 18:01:SS,2,MGJB67510190876115
3397,SBI Life Insurance Company Limited, SBILIFE,BSE,187,YYYY-29-DD 16:29:SS,30,AMAN16298212633856
3398,Maruti Suzuki India Limited, MARUTI,BSE,911,YYYY-53-DD 21:53:SS,90,VXWK51620205779873
3399,Power Grid Corporation of India Limited, POWERGRID,BSE,688,YYYY-40-DD 16:40:SS,57,QJKO96312105531241
3400,Tata Consultancy Services Limited, TCS,NSE,386,YYYY-38-DD 01:38:SS,2,RWSI00023304687182
3401,Wipro Limited, WIPRO,NSE,420,YYYY-34-DD 08:34:SS,98,NIBW30034776159329
3402,Britannia Industries Limited, BRITANNIA,NSE,809,YYYY-07-DD 18:07:SS,7,BMGD81669254154106
3403,Eicher Motors Limited, EICHERMOT,NSE,329,YYYY-01-DD 05:01:SS,51,RRGD75786549214329
3404,SBI Life Insurance Company Limited, SBILIFE,BSE,533,YYYY-32-DD 20:32:SS,91,UGSW17394710819902
3405,UltraTech Cement Limited, ULTRACEMCO,BSE,171,YYYY-47-DD 13:47:SS,78,EJWJ80582570431540
3406,Housing Development Finance Corporation Limited, HDFC,NSE,603,YYYY-29-DD 18:29:SS,75,KTDV32068042342186
3407,Tata Motors Limited, TATAMOTORS,NSE,106,YYYY-23-DD 01:23:SS,22,GIIY69566920044516
3408,Bajaj Auto Limited, BAJAJ-AUTO,NSE,206,YYYY-40-DD 22:40:SS,55,PLKF88256332540231
3409,Titan Company Limited, TITAN,BSE,742,YYYY-13-DD 10:13:SS,70,VLYC58556558407268
3410,Asian Paints Limited, ASIANPAINT,NSE,774,YYYY-33-DD 09:33:SS,50,WHKQ96727251675516
3411,Hindustan Zinc Limited, HINDZINC,NSE,821,YYYY-04-DD 05:04:SS,27,BYSS46582878828472
3412,Britannia Industries Limited, BRITANNIA,BSE,709,YYYY-43-DD 05:43:SS,46,AJZW88547760478231
3413,Eicher Motors Limited, EICHERMOT,NSE,533,YYYY-19-DD 07:19:SS,11,CANK45738580460456
3414,Aditya Birla Capital Limited, ABCAPITAL,NSE,880,YYYY-42-DD 00:42:SS,10,AMHW91050574172271
3415,Cipla Limited, CIPLA,NSE,554,YYYY-15-DD 03:15:SS,40,NIKO56979355705615
3416,Infosys Limited, INFY,BSE,847,YYYY-06-DD 06:06:SS,51,XTQT59324233956422
3417,Maruti Suzuki India Limited, MARUTI,NSE,325,YYYY-40-DD 00:40:SS,55,TFIR61739323295702
3418,Asian Paints Limited, ASIANPAINT,NSE,813,YYYY-08-DD 17:08:SS,11,WZLC78089561494769
3419,Adani Green Energy Limited, ADANIGREEN,BSE,317,YYYY-27-DD 16:27:SS,96,IZZF69243942231012
3420,ICICI Bank Limited, ICICIBANK,NSE,327,YYYY-55-DD 00:55:SS,34,ZCIE48841000934777
3421,Eicher Motors Limited, EICHERMOT,NSE,766,YYYY-59-DD 23:59:SS,63,TFIR61739323295702
3422,ICICI Bank Limited, ICICIBANK,NSE,413,YYYY-08-DD 21:08:SS,4,DVLL51728742546171
3423,Power Grid Corporation of India Limited, POWERGRID,NSE,961,YYYY-57-DD 07:57:SS,20,GOPW83072649966050
3424,Larsen & Toubro Limited, LT,BSE,318,YYYY-48-DD 21:48:SS,16,RBNP84701331656365
3425,Grasim Industries Limited, GRASIM,BSE,328,YYYY-58-DD 15:58:SS,1,LJUA57658612763343
3426,UltraTech Cement Limited, ULTRACEMCO,BSE,596,YYYY-09-DD 12:09:SS,96,UQNF91345974092365
3427,Adani Ports and Special Economic Zone Limited, ADANIPORTS,BSE,111,YYYY-39-DD 05:39:SS,47,UGSW17394710819902
3428,Coal India Limited, COALINDIA,NSE,411,YYYY-40-DD 10:40:SS,23,PFKA04163575981402
3429,Titan Company Limited, TITAN,NSE,933,YYYY-46-DD 07:46:SS,24,ONCL85095794162154
3430,Hero MotoCorp Limited, HEROMOTOCO,NSE,346,YYYY-10-DD 14:10:SS,48,PYSI87656394163546
3431,Nestle India Limited, NESTLEIND,BSE,393,YYYY-55-DD 05:55:SS,95,YPQR34736074268568
3432,Larsen & Toubro Limited, LT,BSE,966,YYYY-05-DD 15:05:SS,61,RYQL88867269161310
3433,Adani Enterprises Limited, ADANIENT,NSE,674,YYYY-43-DD 19:43:SS,66,XWLR45602121744186
3434,Sun Pharmaceutical Industries Limited, SUNPHARMA,BSE,934,YYYY-41-DD 14:41:SS,49,IJEQ54093762682396
3435,HDFC Bank Limited, HDFCBANK,BSE,827,YYYY-59-DD 17:59:SS,89,QXZJ34200264597812
3436,Hindustan Petroleum Corporation Limited, HINDPETRO,BSE,471,YYYY-20-DD 00:20:SS,39,XNHJ74177595198259
3437,Maruti Suzuki India Limited, MARUTI,BSE,218,YYYY-56-DD 18:56:SS,78,AKGE48405228842027
3438,Reliance Industries Limited, RELIANCE,NSE,930,YYYY-46-DD 02:46:SS,61,ELEH40216746998245
3439,IndusInd Bank Limited, INDUSINDBK,NSE,839,YYYY-26-DD 01:26:SS,85,GINF58064308979198
3440,Adani Enterprises Limited, ADANIENT,NSE,490,YYYY-53-DD 19:53:SS,91,FJUP75222829506962
3441,Hindustan Petroleum Corporation Limited, HINDPETRO,BSE,119,YYYY-06-DD 13:06:SS,89,GSXP75911352237855
3442,Hindustan Zinc Limited, HINDZINC,BSE,252,YYYY-24-DD 20:24:SS,34,JUPO88601819066403
3443,Larsen & Toubro Limited, LT,BSE,661,YYYY-57-DD 04:57:SS,67,VNTJ61586283218263
3444,Housing Development Finance Corporation Limited, HDFC,BSE,569,YYYY-37-DD 05:37:SS,86,YXQA18638021819259
3445,Aditya Birla Capital Limited, ABCAPITAL,BSE,144,YYYY-47-DD 14:47:SS,45,GEPF89353910390885
3446,Hindustan Unilever Limited, HINDUNILVR,NSE,946,YYYY-30-DD 00:30:SS,31,WCUB40006677828808
3447,Infosys Limited, INFY,BSE,495,YYYY-53-DD 17:53:SS,64,QOKC03974330691294
3448,Divi's Laboratories Limited, DIVISLAB,NSE,613,YYYY-21-DD 10:21:SS,82,GEME25288628342397
3449,Hero MotoCorp Limited, HEROMOTOCO,NSE,882,YYYY-08-DD 06:08:SS,70,TMHZ16955821353335
3450,Cipla Limited, CIPLA,NSE,150,YYYY-20-DD 03:20:SS,45,PMWN09449998768107
3451,Wipro Limited, WIPRO,NSE,481,YYYY-10-DD 19:10:SS,93,UEPS04550837470562
3452,State Bank of India, SBIN,BSE,293,YYYY-08-DD 00:08:SS,62,GWST69805183090779
3453,Wipro Limited, WIPRO,NSE,816,YYYY-10-DD 02:10:SS,46,AATL56921559480456
3454,Reliance Industries Limited, RELIANCE,NSE,246,YYYY-12-DD 02:12:SS,67,QNCZ98241997977700
3455,SBI Life Insurance Company Limited, SBILIFE,BSE,386,YYYY-08-DD 09:08:SS,97,CWZQ42224906264869
3456,Wipro Limited, WIPRO,NSE,457,YYYY-18-DD 16:18:SS,1,GRSN08161503445442
3457,Wipro Limited, WIPRO,BSE,982,YYYY-22-DD 12:22:SS,94,SBQG28573349185952
3458,Titan Company Limited, TITAN,BSE,246,YYYY-06-DD 20:06:SS,68,IWAI73497174262223
3459,Hero MotoCorp Limited, HEROMOTOCO,BSE,787,YYYY-53-DD 12:53:SS,7,GDWL77004410801742
3460,Wipro Limited, WIPRO,NSE,564,YYYY-30-DD 02:30:SS,13,JKMR57364967098444
3461,Housing Development Finance Corporation Limited, HDFC,NSE,688,YYYY-14-DD 02:14:SS,84,DOMG89716655255344
3462,Nestle India Limited, NESTLEIND,NSE,954,YYYY-02-DD 21:02:SS,58,SUUH34656715956670
3463,Housing Development Finance Corporation Limited, HDFC,NSE,607,YYYY-57-DD 21:57:SS,19,RAGX38342334126833
3464,Coal India Limited, COALINDIA,BSE,441,YYYY-13-DD 05:13:SS,52,YMBR60445498765576
3465,Larsen & Toubro Limited, LT,BSE,940,YYYY-57-DD 19:57:SS,81,KKAX35138934664219
3466,Coal India Limited, COALINDIA,BSE,257,YYYY-23-DD 13:23:SS,80,BUIT16782911512900
3467,Maruti Suzuki India Limited, MARUTI,NSE,903,YYYY-35-DD 14:35:SS,26,JSSI59829170033324
3468,Grasim Industries Limited, GRASIM,NSE,459,YYYY-03-DD 06:03:SS,30,OSIM43183454334239
3469,ITC Limited, ITC,BSE,416,YYYY-46-DD 05:46:SS,98,LJMD32307409951612
3470,ITC Limited, ITC,NSE,375,YYYY-54-DD 16:54:SS,12,DVNE95149330639412
3471,ITC Limited, ITC,NSE,871,YYYY-13-DD 11:13:SS,13,QNDH92107478432837
3472,Bajaj Finserv Limited, BAJAJFINSV,BSE,243,YYYY-52-DD 12:52:SS,44,EFZA96900143020687
3473,Tata Steel Limited, TATASTEEL,NSE,433,YYYY-18-DD 14:18:SS,16,HLBO85298721611761
3474,Kotak Mahindra Bank Limited, KOTAKBANK,NSE,823,YYYY-59-DD 21:59:SS,91,IUJV08401881983616
3475,Wipro Limited, WIPRO,BSE,318,YYYY-25-DD 15:25:SS,100,QHKZ40554046667216
3476,Titan Company Limited, TITAN,NSE,267,YYYY-52-DD 09:52:SS,11,AVRW60136482723349
3477,ITC Limited, ITC,NSE,775,YYYY-53-DD 12:53:SS,48,XEJE63972159827496
3478,Sun Pharmaceutical Industries Limited, SUNPHARMA,BSE,150,YYYY-05-DD 21:05:SS,87,MXYM51972354297159
3479,Hindustan Unilever Limited, HINDUNILVR,NSE,377,YYYY-54-DD 06:54:SS,73,PYSI87656394163546
3480,ITC Limited, ITC,NSE,507,YYYY-31-DD 13:31:SS,49,PYSI87656394163546
3481,Mahindra & Mahindra Limited, M&M,BSE,715,YYYY-15-DD 20:15:SS,69,POVH07781126403357
3482,SBI Life Insurance Company Limited, SBILIFE,NSE,897,YYYY-05-DD 22:05:SS,49,QDBS19217986527143
3483,Hero MotoCorp Limited, HEROMOTOCO,BSE,111,YYYY-10-DD 18:10:SS,72,GOPW83072649966050
3484,Britannia Industries Limited, BRITANNIA,BSE,555,YYYY-28-DD 18:28:SS,72,UDHQ86005940335950
3485,Shree Cement Limited, SHREECEM,NSE,649,YYYY-29-DD 11:29:SS,33,BNGM02701870523666
3486,Bajaj Finserv Limited, BAJAJFINSV,NSE,565,YYYY-50-DD 06:50:SS,81,CMBF77520004096510
3487,UltraTech Cement Limited, ULTRACEMCO,NSE,923,YYYY-08-DD 11:08:SS,1,HUQQ85819179505722
3488,Infosys Limited, INFY,NSE,554,YYYY-19-DD 06:19:SS,84,MBFT53362451020824
3489,Hindustan Petroleum Corporation Limited, HINDPETRO,BSE,473,YYYY-18-DD 15:18:SS,4,NNTL36882857628132
3490,Dr. Reddy's Laboratories Limited, DRREDDY,NSE,865,YYYY-25-DD 10:25:SS,97,LBXU65015893206520
3491,Mahindra & Mahindra Limited, M&M,BSE,753,YYYY-18-DD 09:18:SS,61,URLZ03344674596281
3492,Cipla Limited, CIPLA,BSE,810,YYYY-08-DD 20:08:SS,37,VYKZ57572115280649
3493,Adani Ports and Special Economic Zone Limited, ADANIPORTS,NSE,186,YYYY-33-DD 07:33:SS,49,EKEG89201882617041
3494,UltraTech Cement Limited, ULTRACEMCO,BSE,606,YYYY-47-DD 06:47:SS,22,SVEN79600784248297
3495,Asian Paints Limited, ASIANPAINT,BSE,323,YYYY-11-DD 08:11:SS,55,AAGS03835808971544
3496,Tata Consultancy Services Limited, TCS,NSE,432,YYYY-00-DD 12:00:SS,72,QNDH92107478432837
3497,Kotak Mahindra Bank Limited, KOTAKBANK,NSE,450,YYYY-03-DD 07:03:SS,63,MENP01269277485155
3498,Hero MotoCorp Limited, HEROMOTOCO,BSE,265,YYYY-25-DD 03:25:SS,13,CGHD35287738230009
3499,Hindustan Unilever Limited, HINDUNILVR,NSE,884,YYYY-34-DD 08:34:SS,9,NQST46132315477746
3500,Shree Cement Limited, SHREECEM,BSE,268,YYYY-04-DD 10:04:SS,7,DHXL21222350957466
3501,Dr. Reddy's Laboratories Limited, DRREDDY,NSE,717,YYYY-59-DD 14:59:SS,45,SETK44801706751703
3502,Tata Motors Limited, TATAMOTORS,NSE,745,YYYY-38-DD 05:38:SS,61,MKVX34642650764713
3503,ICICI Bank Limited, ICICIBANK,NSE,703,YYYY-45-DD 19:45:SS,94,FCTM02279650430716
3504,Bajaj Finserv Limited, BAJAJFINSV,NSE,493,YYYY-34-DD 22:34:SS,54,XJCR14230261045697
3505,Tata Consumer Products Limited, TATACONSUM,NSE,944,YYYY-58-DD 22:58:SS,64,TEAH49614246876053
3506,Grasim Industries Limited, GRASIM,BSE,725,YYYY-46-DD 09:46:SS,17,HEZE31870881307208
3507,Hindustan Unilever Limited, HINDUNILVR,NSE,266,YYYY-13-DD 04:13:SS,82,EUCO98368577764173
3508,Shree Cement Limited, SHREECEM,BSE,232,YYYY-40-DD 09:40:SS,71,FJHS39027277326425
3509,Eicher Motors Limited, EICHERMOT,BSE,864,YYYY-02-DD 00:02:SS,50,VMAZ74837102411566
3510,Sun Pharmaceutical Industries Limited, SUNPHARMA,NSE,464,YYYY-24-DD 01:24:SS,37,PAFG14333099205405
3511,Adani Ports and Special Economic Zone Limited, ADANIPORTS,NSE,610,YYYY-55-DD 17:55:SS,10,MVFX79983603280189
3512,Cipla Limited, CIPLA,BSE,746,YYYY-39-DD 03:39:SS,74,CTOR79888282487664
3513,Hero MotoCorp Limited, HEROMOTOCO,NSE,336,YYYY-13-DD 06:13:SS,37,GRHI86210122453331
3514,Larsen & Toubro Infotech Limited, LTI,NSE,694,YYYY-43-DD 15:43:SS,83,HIPH79776801253518
3515,ICICI Bank Limited, ICICIBANK,BSE,240,YYYY-08-DD 19:08:SS,1,FBYV32573064233839
3516,Cipla Limited, CIPLA,NSE,314,YYYY-15-DD 19:15:SS,83,BCHW49786475015804
3517,Grasim Industries Limited, GRASIM,BSE,996,YYYY-31-DD 05:31:SS,43,VWMI89518425235510
3518,Adani Ports and Special Economic Zone Limited, ADANIPORTS,BSE,806,YYYY-39-DD 23:39:SS,26,PWVK27777408387530
3519,Nestle India Limited, NESTLEIND,BSE,240,YYYY-59-DD 21:59:SS,64,ODEL22453085365339
3520,IndusInd Bank Limited, INDUSINDBK,NSE,816,YYYY-39-DD 05:39:SS,85,HOCS65822419358818
3521,Tata Steel Limited, TATASTEEL,BSE,197,YYYY-53-DD 11:53:SS,1,XMWV70809052111813
3522,UltraTech Cement Limited, ULTRACEMCO,NSE,540,YYYY-08-DD 21:08:SS,6,RAGX38342334126833
3523,Adani Enterprises Limited, ADANIENT,NSE,717,YYYY-47-DD 17:47:SS,81,BFQM21423311774068
3524,Mahindra & Mahindra Limited, M&M,NSE,411,YYYY-38-DD 05:38:SS,59,WGWE62492710147539
3525,Larsen & Toubro Infotech Limited, LTI,BSE,683,YYYY-52-DD 00:52:SS,53,EMWJ49270625197952
3526,Cipla Limited, CIPLA,BSE,648,YYYY-58-DD 10:58:SS,98,QNDH92107478432837
3527,Asian Paints Limited, ASIANPAINT,BSE,852,YYYY-37-DD 22:37:SS,82,YMBR60445498765576
3528,Bharti Airtel Limited, BHARTIARTL,NSE,339,YYYY-38-DD 16:38:SS,25,UDHH28614100482348
3529,UltraTech Cement Limited, ULTRACEMCO,BSE,218,YYYY-03-DD 16:03:SS,40,IZNT51183978727365
3530,HDFC Bank Limited, HDFCBANK,BSE,412,YYYY-42-DD 08:42:SS,73,CWIV12460345974710
3531,Shree Cement Limited, SHREECEM,NSE,158,YYYY-28-DD 21:28:SS,11,VLYC58556558407268
3532,Aditya Birla Capital Limited, ABCAPITAL,NSE,734,YYYY-18-DD 09:18:SS,91,EXMA92488857150364
3533,Wipro Limited, WIPRO,BSE,573,YYYY-21-DD 10:21:SS,84,IJNA47226863699676
3534,HDFC Bank Limited, HDFCBANK,NSE,558,YYYY-32-DD 09:32:SS,58,AJPK62206497276133
3535,Asian Paints Limited, ASIANPAINT,BSE,583,YYYY-02-DD 05:02:SS,83,HCDN53883892241195
3536,Bharti Airtel Limited, BHARTIARTL,NSE,608,YYYY-31-DD 00:31:SS,66,RAQA16514105697686
3537,Wipro Limited, WIPRO,NSE,594,YYYY-26-DD 07:26:SS,46,XRFF11223562656045
3538,Britannia Industries Limited, BRITANNIA,BSE,133,YYYY-31-DD 04:31:SS,87,TBOO95242224827417
3539,Cipla Limited, CIPLA,NSE,316,YYYY-07-DD 06:07:SS,14,JOXP26492190992415
3540,Asian Paints Limited, ASIANPAINT,BSE,582,YYYY-45-DD 10:45:SS,24,KTSR45427706200315
3541,Adani Green Energy Limited, ADANIGREEN,NSE,434,YYYY-15-DD 07:15:SS,92,AQFF73870276543986
3542,Titan Company Limited, TITAN,NSE,852,YYYY-30-DD 23:30:SS,29,HRFA86320409629873
3543,Tata Motors Limited, TATAMOTORS,NSE,187,YYYY-49-DD 15:49:SS,97,SINW47312102075498
3544,Nestle India Limited, NESTLEIND,BSE,206,YYYY-23-DD 15:23:SS,32,LJQC91008475474742
3545,IndusInd Bank Limited, INDUSINDBK,NSE,158,YYYY-20-DD 01:20:SS,37,IBCT66648702435420
3546,Shree Cement Limited, SHREECEM,NSE,623,YYYY-08-DD 15:08:SS,49,HCDN53883892241195
3547,Wipro Limited, WIPRO,NSE,923,YYYY-50-DD 07:50:SS,41,VSQA65172805385564
3548,IndusInd Bank Limited, INDUSINDBK,BSE,526,YYYY-16-DD 17:16:SS,37,ZJVC21658490758170
3549,Wipro Limited, WIPRO,NSE,605,YYYY-51-DD 09:51:SS,56,NFRB94327172033561
3550,Britannia Industries Limited, BRITANNIA,NSE,235,YYYY-01-DD 21:01:SS,80,REHU10630397553679
3551,Reliance Industries Limited, RELIANCE,NSE,716,YYYY-51-DD 04:51:SS,100,EOBQ12591845300285
3552,Reliance Industries Limited, RELIANCE,NSE,872,YYYY-01-DD 06:01:SS,35,FNVE82421061005968
3553,Titan Company Limited, TITAN,BSE,827,YYYY-02-DD 15:02:SS,4,CHUC47340159533321
3554,Dr. Reddy's Laboratories Limited, DRREDDY,BSE,549,YYYY-43-DD 10:43:SS,52,QQXK95050823807740
3555,ICICI Bank Limited, ICICIBANK,BSE,875,YYYY-18-DD 07:18:SS,50,SEHS53246667227670
3556,ITC Limited, ITC,BSE,535,YYYY-48-DD 14:48:SS,17,BRAT34307087246755
